firedAt,email,statusCode,success,durationMs,snippet,error
"2025-12-12T13:36:29.807348700Z","jiguxuly@denipl.com",429,false,2151,"{""timestamp"":""2025-12-12T13:36:30.574805136Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","qacojyma@fxzig.com",429,false,2150,"{""timestamp"":""2025-12-12T13:36:30.577618869Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","wafamivi@forexnews.bg",200,true,2184,"{""status"":606,""customMessage"":""User inactive."",""exMessage"":""ALTF4 User has been disabled."",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:30""}",""
"2025-12-12T13:36:29.807348700Z","zapedate@cyclelove.cc",429,false,2185,"{""timestamp"":""2025-12-12T13:36:30.587716561Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jusuzylo@fxzig.com",429,false,2329,"{""timestamp"":""2025-12-12T13:36:30.757777731Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","gynily@denipl.net",429,false,2329,"{""timestamp"":""2025-12-12T13:36:30.764131807Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","nurolopo@forexzig.com",429,false,2329,"{""timestamp"":""2025-12-12T13:36:30.760684695Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jaqigi@cyclelove.cc",429,false,2334,"{""timestamp"":""2025-12-12T13:36:30.574108266Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jiluxoti@cyclelove.cc",429,false,2332,"{""timestamp"":""2025-12-12T13:36:30.768921729Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","tobygy@cyclelove.cc",429,false,2333,"{""timestamp"":""2025-12-12T13:36:30.766838548Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","tidoqa@cyclelove.cc",429,false,2333,"{""timestamp"":""2025-12-12T13:36:30.768244409Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","guzicu@forexzig.com",429,false,2338,"{""timestamp"":""2025-12-12T13:36:30.778764357Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","midube@fxzig.com",429,false,2344,"{""timestamp"":""2025-12-12T13:36:30.779538039Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","hinoluzy@denipl.net",429,false,2342,"{""timestamp"":""2025-12-12T13:36:30.780357571Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","nufeti@forexnews.bg",429,false,2342,"{""timestamp"":""2025-12-12T13:36:30.781406757Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","0bw7ez1mnf@cmhvzylmfc.com",429,false,2343,"{""timestamp"":""2025-12-12T13:36:30.782920540Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","qogacede@fxzig.com",429,false,2369,"{""timestamp"":""2025-12-12T13:36:30.782323281Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","myjusyle@forexnews.bg",429,false,2367,"{""timestamp"":""2025-12-12T13:36:30.584719486Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","wowopebu@fxzig.com",429,false,2368,"{""timestamp"":""2025-12-12T13:36:30.786699797Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","ij44ebf7xg@osxofulk.com",429,false,2367,"{""timestamp"":""2025-12-12T13:36:30.807444739Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","wemofid228@obirah.com",429,false,2368,"{""timestamp"":""2025-12-12T13:36:30.804477574Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","lufelada@denipl.com",429,false,2392,"{""timestamp"":""2025-12-12T13:36:30.815325488Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","zymalete@fxzig.com",429,false,2393,"{""timestamp"":""2025-12-12T13:36:30.826366944Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","wygikeqe@forexnews.bg",429,false,2411,"{""timestamp"":""2025-12-12T13:36:30.840025790Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","xalocaxe@denipl.com",429,false,2412,"{""timestamp"":""2025-12-12T13:36:30.849233158Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","numoja@fxzig.com",429,false,2414,"{""timestamp"":""2025-12-12T13:36:30.839057955Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jibeqoca@fxzig.com",429,false,2421,"{""timestamp"":""2025-12-12T13:36:30.856741541Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","zewusy@cyclelove.cc",429,false,2423,"{""timestamp"":""2025-12-12T13:36:30.855643395Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","leperosu@forexzig.com",429,false,2435,"{""timestamp"":""2025-12-12T13:36:30.857376531Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jogoqofu@forexnews.bg",429,false,2435,"{""timestamp"":""2025-12-12T13:36:30.864519659Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","laradugo@fxzig.com",429,false,2460,"{""timestamp"":""2025-12-12T13:36:30.872114093Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","kivecu@denipl.com",429,false,2461,"{""timestamp"":""2025-12-12T13:36:30.873418363Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","hefyleko@fxzig.com",200,true,2560,"{""status"":606,""customMessage"":""User inactive."",""exMessage"":""EMR-2 User has been disabled."",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:30""}",""
"2025-12-12T13:36:29.807348700Z","dusawazo@forexzig.com",429,false,2560,"{""timestamp"":""2025-12-12T13:36:30.937194313Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","zutazuly@denipl.com",429,false,2593,"{""timestamp"":""2025-12-12T13:36:31.027831828Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","fumakobo@forexzig.com",429,false,2601,"{""timestamp"":""2025-12-12T13:36:31.037813068Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","tujuhicy@forexzig.com",429,false,2600,"{""timestamp"":""2025-12-12T13:36:31.039535164Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","josete@forexnews.bg",429,false,2612,"{""timestamp"":""2025-12-12T13:36:31.051815059Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","cidere@forexzig.com",429,false,2612,"{""timestamp"":""2025-12-12T13:36:31.041237229Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","qafoly@forexzig.com",429,false,2612,"{""timestamp"":""2025-12-12T13:36:31.048449588Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","xufiduzy@forexzig.com",429,false,2614,"{""timestamp"":""2025-12-12T13:36:31.046764193Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","hyfoleno@forexnews.bg",429,false,2645,"{""timestamp"":""2025-12-12T13:36:31.054696542Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","zyhozo@forexzig.com",429,false,2672,"{""timestamp"":""2025-12-12T13:36:31.086554052Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","dykucoxu@fxzig.com",429,false,2672,"{""timestamp"":""2025-12-12T13:36:31.081595957Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","zywekydu@fxzig.com",429,false,2693,"{""timestamp"":""2025-12-12T13:36:31.097119481Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","liviwe@denipl.net",429,false,2693,"{""timestamp"":""2025-12-12T13:36:31.091740180Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","xililydu@fxzig.com",429,false,2698,"{""timestamp"":""2025-12-12T13:36:31.118875428Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","movicyfo@forexzig.com",429,false,2697,"{""timestamp"":""2025-12-12T13:36:31.104284799Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","ritiwigu@fxzig.com",429,false,2730,"{""timestamp"":""2025-12-12T13:36:31.133696782Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","tydyge@forexzig.com",429,false,2760,"{""timestamp"":""2025-12-12T13:36:31.171778605Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","dekeqy@cyclelove.cc",429,false,2760,"{""timestamp"":""2025-12-12T13:36:31.179965258Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","fihela@forexnews.bg",429,false,2794,"{""timestamp"":""2025-12-12T13:36:31.222847294Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","babojo@forexnews.bg",429,false,2830,"{""timestamp"":""2025-12-12T13:36:30.923019619Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","fywojiwo@denipl.com",429,false,2840,"{""timestamp"":""2025-12-12T13:36:31.245053568Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","pyqysiwa@cyclelove.cc",429,false,2862,"{""timestamp"":""2025-12-12T13:36:31.304288890Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","qofeciju@forexzig.com",429,false,2921,"{""timestamp"":""2025-12-12T13:36:31.335454669Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","jaxujafu@forexzig.com",429,false,2921,"{""timestamp"":""2025-12-12T13:36:31.346799870Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","livibefi@forexzig.com",429,false,2923,"{""timestamp"":""2025-12-12T13:36:31.339769564Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","hedyla@fxzig.com",429,false,2944,"{""timestamp"":""2025-12-12T13:36:31.365595663Z"",""status"":429,""error"":""Too Many Requests"",""message"":""Too many requests. Please try again later."",""path"":"""",""retryAfter"":1}",""
"2025-12-12T13:36:29.807348700Z","pedalugo@forexzig.com",200,true,3976,"{""status"":603,""customMessage"":""Password mismatch."",""exMessage"":""Password mismatch."",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:32""}",""
"2025-12-12T13:36:29.807348700Z","jejajyxu@forexzig.com",200,true,3976,"{""status"":606,""customMessage"":""User inactive."",""exMessage"":""EGA-17 User has been disabled."",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:32""}",""
"2025-12-12T13:36:29.807348700Z","nejafaqe@forexzig.com",200,true,4155,"{""status"":603,""customMessage"":""Password mismatch."",""exMessage"":""Password mismatch."",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:32""}",""
"2025-12-12T13:36:29.807348700Z","walotysu@forexnews.bg",200,true,22740,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:50""}",""
"2025-12-12T13:36:29.807348700Z","mikedi9863@crsay.com",200,true,22749,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","vyqilito@forexzig.com",200,true,22748,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","wakacezu@forexzig.com",200,true,22749,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","fqcrp8ja26@xkxkud.com",200,true,22750,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20002ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","linyqu@denipl.net",200,true,22782,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","cipijamu@cyclelove.cc",200,true,22784,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","kosiwyva@fxzig.com",200,true,22834,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","nybawylu@forexnews.bg",200,true,22861,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","pacine@denipl.com",200,true,22892,"{""status"":600,""customMessage"":""Database error, please try again or contact support."",""exMessage"":""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 20000ms.] [n/a]"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","zaqimyhi@denipl.com",200,true,23463,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","lagusejy@fxzig.com",200,true,23617,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:51""}",""
"2025-12-12T13:36:29.807348700Z","fabeze@fxzig.com",200,true,23617,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","lefagaxi@forexnews.bg",200,true,23913,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","s1dc3lojiv@xkxkud.com",200,true,23932,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","mocunyne@fxzig.com",200,true,24058,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","qowawa@forexzig.com",200,true,24199,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","venoqugy@forexzig.com",200,true,24196,"{""status"":500,""customMessage"":""Something went wrong, our best talents are working on it."",""exMessage"":""Could not open JPA EntityManager for transaction"",""path"":""/payroll/login"",""timestamp"":""12-12-2025 13:36:52""}",""
"2025-12-12T13:36:29.807348700Z","mekilyru@forexnews.bg",200,true,24949,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""22ae5592-3a9d-4d7e-8337-d7c99bd94d95"",""name"":""Rakesh"",""middleName"":""Pratap"",""lastName"":""Singh"",""username"":""EGA3"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""mekilyru@forexnews.b",""
"2025-12-12T13:36:29.807348700Z","xowuzake@fxzig.com",200,true,24988,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""d0ddbc1f-8136-4cd7-9893-f7d1f516f267"",""name"":""Emp20"",""middleName"":null,""lastName"":null,""username"":""EGA-20"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""xowuzake@fxzig.com"",""enabl",""
"2025-12-12T13:36:29.807348700Z","nejytewa@forexzig.com",200,true,25061,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""734ade2f-787c-47a8-a8ff-e7b3b6e9571c"",""name"":""Emp25"",""middleName"":null,""lastName"":null,""username"":""RG-25"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""nejytewa@forexzig.com"",""ena",""
"2025-12-12T13:36:29.807348700Z","nizuvula@fxzig.com",200,true,25113,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""3154cfd8-9bdf-41cf-adf2-7e48c5384f22"",""name"":""Emp2"",""middleName"":null,""lastName"":null,""username"":""HSBC-2"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""nizuvula@fxzig.com"",""enable",""
"2025-12-12T13:36:29.807348700Z","pihafybu@forexzig.com",200,true,25233,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""89bed208-a2ca-48de-9634-e9ad8c07bcf2"",""name"":""Emp62"",""middleName"":null,""lastName"":null,""username"":""EGA62"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""pihafybu@forexzig.com"",""ena",""
"2025-12-12T13:36:29.807348700Z","farezado@fxzig.com",200,true,25251,"{""status"":200,""message"":""Logged in successfully"",""path"":""/login"",""code"":""AUTH01"",""data"":{""auth"":{""uid"":""7d164cb5-0ba8-4bf3-a7f0-a7d773c103cb"",""name"":""Emp99"",""middleName"":null,""lastName"":null,""username"":""VS-99"",""password"":null,""oldPassword"":null,""newPassword"":null,""email"":""farezado@fxzig.com"",""enable",""
